day,name,start,end,summary,description
1,Ravetrain,23:00,05:00,
2,Dj Soulseek & Team MUTE,23:00,05:00,"90's eurodance ai madness."
3,Chaos in Nijmegen,20:00,00:30,"Pressure Pact, Stresssyteem, Bot Mes, Karel Anker en de beste stuurlui. Tickets: alleen deurverkoop. Entree: 5,- ~ 10,-. Vanaf 20u geopend. Tot middenacht zijn er bands."
3,CIN AFTERPARTY,00:30,06:00,"AcidTekno by: Bas Punkt ~ Johnny Crash ~ Dr. Graftak ~ Frixion Fanatic ~ Kayayay Madkat. "
4,Brown Note Booking - Hippie Death Cult (US),21:30,02:30,"Explosieve hardrock met een vleugje psych, een snufje blues en een flinke scheut metal, Hippie Death Cult en Diggeth zullen Nijmegen op haar grondvesten doen trillen! Hippie Death Cult's journey through shameless and triumphant artistic expression has led them to become a vibrant force in the realms of psychedelia and riff-heavy rock n' roll. This journey has not been without its challenges, but the band has always managed to emerge stronger and more determined than ever. Throughout their formative years, the band underwent what proved to be a very significant evolution, transitioning from a 4-piece to a more cohesive and harmonious power trio. This lineup currently consists of guitarist and founder Eddie Brnabic, vocalist and bassist Laura Phillips, and drummer Harry Silvers. (grotebroek.nl). Entree gift vanaf €5,- cash only."
4,Brown Note Booking - Diggeth (NL),21:30,02:30,"Explosieve hardrock met een vleugje psych, een snufje blues en een flinke scheut metal, Hippie Death Cult en Diggeth zullen Nijmegen op haar grondvesten doen trillen! Diggeth, goede bekenden en graag geziene gasten in Nijmegen, timmeren enorm aan de weg. Tegenwoordig ook regelmatig op tour over de plas. Take 50 years of Hard Rock, Metal, Southern Rock and a bit of Progressive Rock; Diggeth will digest it and will spew out their mix of all these genres in songs with hooks, heaviness and groove! This kick ass 3-piece band does give a complete new meaning to ""Metal-'n-Roll"" with their breakthrough album Gringos Galacticos. Their live shows are legendary; the mix of genres is never forced, it flows, it pulses, it grinds and most important; it grooves! It leaves you with an impressive ""beep"" in your ears and makes you wonder: ""How can a three piece sound so big?"" (grotebroek.nl). Entree gift vanaf €5,- cash only."
4,Brown Note Booking - DJ Coconaut & Miss MaryLane,21:30,02:30,"PhosPhor Visual zal het vuurwerk completeren en DJ duo Coconaut & Miss MaryLane zullen het feestelijke gehalte nog wat opkrikken. (grotebroek.nl). Entree gift vanaf €5,- cash only."
5,Bloody Queers: DANKE≠CISTEM,23:00,05:00,
6,IMMERGE Bass Music Party,23:00,05:00,"Tijdens de gezelligste week van het jaar in Nijmegen, De Vierdaagse Feesten, staan wij met Immerge in De Onderbroek. De line-up is nog even geheim, maar zoals je van ons verwacht presenteren wij een avond met een breed scala aan bass music. "
